irn,DarGlobalUniqueIdentifier,DarInstitutionCode,DarCatalogNumber,DarRelatedInformation,DarImageURL,DarKingdom,DarPhylum,DarFamily,DarScientificName,DarCollector,CollectionTeam,CollectionNumberPrefix,CollectionNumber,CollectionNumberSuffix,CollectionNumberText,ColDateVisitedFrom,ColDateVisitedTo,ColVerbatimDate,DarCollectionNotes,DarContinent,DarCountry,DarStateProvince,DarCounty,DarLocality,Township_tab,Range_tab,Section_tab,DarMinimumElevationMeters,DarMaximumElevationMeters,MinimumElevationFeet,MaximumElevationFeet,DarLatitudeDecimal,DarLongitudeDecimal,LatitudeDMS,LongitudeDMS,DarGeodeticDatum,DarGeorefMethod,DarCoordinateUncertaintyInMeter,ColLocationNotes,FeaCultivated? (Y/N),FeaPlantFungDescription,FeaFrequency,HabHabitat,HabVegetation,HabSubstrate,SpeOtherSpecimenNumbers_tab,OcrText
4563829,ee3b2353-f71e-46c6-8dd0-b3eccd37a839,NY,4218888,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563829,http://sweetgum.nybg.org/images3/3758/034/04218888.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia lehmannii Hieron.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"53784
PLANTS OF ECUADOR
Saurauia
tree 25 feet tall
Prov. El Oro: forested slopes along quebradas tributary to Rio
Palma (tributary to Rio Amarillo), near Pampa de los Cedros, south
of Cerro Chivo-Turco, altitude 2,135-2,285 meters.
JULIAN A. STEYERMARK
AUGUST 11, 1943
Small specimen portion removed for phylogenomic analysis:
Temperate radiations and tropical dominance: the diversification and
evolution of the plant clade Ericales (NSF).
P. Soltis et al.	J311- 2020
D. D. Soejarto
ANNOTATION LABEL
BOTANICAL MUSEUM OF HARVARD UNIVERSITY
ia U
Saurauia
Det. Djaja D. Soejarto
1968
botanical.
04218888"
3740938,e892f3b1-013f-4b13-a0d5-15e07e66602a,NY,3474626,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3740938,http://sweetgum.nybg.org/images3/2847/098/03474626.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia montana Seem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 3751138,"ÓA
2o(o. I
Instituto Nacional de Biodiversidad (INB)
Actinidiaceae	Penneys 963
Saurauia montana Seem.
Det. E. Alfaro, 21/feb/2004
INE
000375'
138
Flora de Costa Rica
Actinidiaceae
Saurauia
dup.=5
<$>!MAGFr
Guanacaste: Tilarán. Z.P. Arenal-Monteverde. Cuenca
del San Carlos. San Gerardo Biological Station.
Sendero Viejo, Calle principal. Premontane rain
forest.
10:22:00.0000 N -84:47:00.0001 W 1200 m
Tree 8 m, secondary forest. Flowers white with
yellow staminal ring. Flowers fragrant.
Penneys 963
26/dic/1995
03474626
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
03474626
INB0003751138"
3919443,089796f5-4d9b-48d9-bb0f-c5e6e7039f08,NY,3686922,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3919443,http://sweetgum.nybg.org/images3/3026/739/03686922.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia montana Seem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 3108678,"INB0003108678
Flora de Costa Rica
Actinidiaceae	dup.=5
Saurauia montana Seem.
Det. A. Rodríguez, 29/05/2000
Cartago: Turrialba. P.N. Barbilla. Cuenca del Matina.
Sector Colonia Puriscaleña. Sendero Aguas Frías.
09:58:10.0000 N -83:23:55.0000 W 800 a 900 m
Árbol de 3.5 m x 10 cm DAP. Frutos verdes.
E. Mora 1068	15/04/2000
& E. Vargas & Alberto Rojas
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
03686922
INB0003108678"
3921437,23b3e453-6b9e-4264-a50f-8bef4c5909b1,NY,3686940,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3921437,http://sweetgum.nybg.org/images3/3026/757/03686940.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia montana Seem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 2849261,"CA
2c(c>*\
INB0002849261
Flora de Costa Rica
dup.=5
Actinidiaceae
Saurauia montana Seem.
Det. J. Chaves, 16/05/2001
Alajuela: Upala. No protegida. Cuenca del Zapote.
Estación Heliconias, colectando en bosque y a orillas
de la carretera.
10:43:05.0086 N -85:03:05.0188 W 650 a 700 m
Arbol de 7 m, flores blancas.
J. L. Chaves 151
08/02/2000
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
INB0002849261
03686940"
3943298,7fe85f2e-7e8b-4902-b091-750b40c6a334,NY,3692293,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3943298,http://sweetgum.nybg.org/images3/3032/645/03692293.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia montana Seem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 3101048,"Actinidiaceae	dup.-5
Saurauia montana Seem.
Det. J. Chaves, 26/jun/2002
Guanacaste: Bagaces. Z.P. Miravalles. Cuenca del
Tempisque. Sector Caralampio. Finca Río Naranjo.
Colectado en bosque secundario y potrero.
10:42:44.4531 N -85:07:06.9583 W 1300 m
Árbol de 15 m. Botones florales verdes.
J. L. Chaves 942	14/oct/2000
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
03692293
INB0003101048
03692293"
3943923,8feeb28d-327c-400f-b133-9818db6abac5,NY,3696525,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3943923,http://sweetgum.nybg.org/images3/3048/038/03696525.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia montana Seem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 2851675,"Flora de Costa Rica
Actinidiaceae	dup.=4
Saurauia
03696525
Puntarenas: Golfito. P.N. Corcovado. Península de
Osa. A.C.O, Golfito, Parque Nacional Corcovado,
Estación Agujas, La Bonanza
8:31:40.8883 N -83:25:58.0155 W 495 m
Arbol de 7 m x 9 cm DAP; creciendo en bosque primario
a orillas . del sendero. Botones florales blancos.
Flores blancas con los estambres amarillos. Frutos
verde claro.
Lobo 148
12/11/1997
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
03696525
INB0002851675"
3984727,96e94994-5b5b-4f80-ba49-eae79dbed63f,NY,3599479,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3984727,http://sweetgum.nybg.org/images3/3065/620/03599479.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia montana Seem.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 3389991,"c A
Z04.I
Instituto Nacional de Biodiversidad (INB)
Actinidiaceae	J. L. Chaves 1118
Saurauia montana Seem.
Det. J. González, 03/jun/2003
INB0003389991
Flora de Costa Rica
Actinidiaceae	dup.=5
Alajuela: Guatuso. P.N. Volcán Tenorio. Cuenca del
Río Frío. Alto Masís. Colectado en bosque
secundario; a orilla de sendero.
10:40:17.0000 N -84:59:25.0000 W 1200 m
Árbol de 12 m. Flores blancas con estambres
amarillos.
J. L. Chaves 1118	13/feb/2001
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
INB0003389991
03599479"
4563839,046a99fe-4c3f-4c81-850e-f2a94b26de2a,NY,4218889,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563839,http://sweetgum.nybg.org/images3/3758/035/04218889.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia peduncularis Triana & Planch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"ANNOTATION LABEL
04218889
PLANTS OF COLOMBIA
Collector: D. D. Soejarto^	;	Av-®| • Lo ^
Duplicates ins GH, BO, COL, ECON, US, Pasto (COL)	• '
Collected under the auspices of Botanical Museum of Harvard University"
4563842,70b810cf-f190-47c5-a1ee-6df9201c79d6,NY,4218913,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563842,http://sweetgum.nybg.org/images3/3758/059/04218913.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia pittieri Donn.Sm.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,,"04218913
Costa Rica
Actinidiaceae
Saurauia
Det. by:
Provincia de Puntarenas, Cantón de Coto Brus
Las Cruces Biological Station. Premontane wet forest.
8°4710""N 82°5740""W 1200 m	30 June, 2000
Tree, approx. 15m high. Near Rio Jaba trailhead. Flowers and fruits
not obtained.
Dupes = 4
Sheets = 1
Yo^
BOTANICAL
Garde**,
B. Boyle 5927, N. A. Douglas (= Douglas 2001)
Organization for Tropical Studies
Tropical Plant Systematic»
04218913"
4563845,24a4956e-b8ac-47e0-a71b-0f9b1fb7615d,NY,4218885,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563845,http://sweetgum.nybg.org/images3/3758/031/04218885.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia prainiana var. pastasana (Diels) Soejarto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"B.	Boom, J. Rombold & R. Doenges_51 Pec 1987
In collaboration with P. Univ. Católica, Herbario QCA.
Funded by the United States National Cancer Institute.
04218885
Small specimen portion removed for phylogenomic analysis:
Temperate radiations and tropical dominance: the diversification and
evolution of the plant clade Ericales (NSF).
P. Soltis et al.	J411- 2020
NEW YORK BOTANICAL GARDEN
Plants of Ecuador
Tree 10 m tall, 15 cm dbh. Flowers with white
corollas.
No. 7869	Actinidiaceae
SaurauieL praSAi'a/ia.	CO/els)
cb£. K^tU^lu t Hf?	1
PASTAZA PROVINCE: Road N from Mera known as the
""via Anzu."" Ca 1100 m elev. 1°20’S, 78°10'¥.
Remnants of premontane humid forest.
National Cancer Institute voucher specimen: Bag(s):
386=roots; 387=wood; 388=bark; 389=stems; 390=leaves.
04218885"
4563849,507271b7-29f2-418a-b464-83ba861ec6cc,NY,4218884,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563849,http://sweetgum.nybg.org/images3/3758/030/04218884.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia pulchra Sprague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"ANNOTATION LABEL
BOTANICAL MUSEUM OF HARVARD UNIVERSITY
Det. Djaja D. Soejarto
SMITHSONIAN INSTITUTION
From the UNITED STATES NATIONAL HERBARIUM
PLANTS OF COLOMBIA, SOUTH AMERICA
Trees of Departamento del Huila
Saurauia
Small tree 6 m. high t 8 at. 3BH# Bark gray»
smooth* Moist »oil, wet temperate forest,
firs, white, fiuit said to be edible.
At house of Domingo Pulido. Trip to Vega
Teaopila and Plantación Al tagr acias. Vega
'i **__a - oe w ira a#
B^Sér^lo5 ta* “* °f ""^'Tordillero Oriental.
CINCHONA DIVISION, FOREIGN ECONOMIC ADMINISTRATION,
UNITED STATES GOVERNMENT.
Date Mareh JO* 1944.
Coll. Elbert L. Little, ir.
Det.
Altitude 7900 ^ee^
N9 7ÿio
04218884
I Small specimen portion removed for phylogenomicanalysis:
I Temperate radiations and tropical dominance: the diversification and
? évolution of the plant dade Encales (NSF).
I P. Soltis et al.	J411- 2020"
3943279,ac107325-d8c8-4f59-a831-ce472add2028,NY,3692276,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3943279,http://sweetgum.nybg.org/images3/3032/629/03692276.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia rubiformis Vatke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 3094124,"Instituto Nacional de Biodiversidad (INB)
Actinidiaceae	W. Haber 11968
Saurauia rubiformis Vatke
Det. J. González, 03/jun/2003
INB0003094124
Flora de Costa Rica
Actinidiaceae	dup.=7
Saurauia
Puntarenas: Puntarenas. Z.P. Arenal-Monteverde.
Cuencas del Lagarto y Guacimal. Monteverde, Pacific
slope, road to TV towers.
10:19:00.0000 N -84:48:00.0001 W 1600 m
Tree, 6 m, forest edge. Flowers white with yellow
anthers; fruit green, immature.
W. Haber 11968	10/08/1995
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
03692276
INB0003094124"
3943800,5db229ae-dd7d-4a37-865a-9aea8114f6bf,NY,3696518,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3943800,http://sweetgum.nybg.org/images3/3048/031/03696518.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia rubiformis Vatke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 3389996,"Instituto Nacional de Biodiversidad (INB)
Actinidiaceae	J. L. Chaves 1120
Saurauia rubiformis Vatke
Det. J. González, 03/jun/2003
INB0003389996
Flora de Costa Rica
Actinidiaceae
dup.=5
Saurauia
Alajuela: Guatuso. P.N. Volcán Tenorio. Cuenca del
Rio Frió. Alto Masís. Colectado en bosque
secundario; a orilla de sendero.
10:40:17.0000 N -84:59:25.0000 W 1200 m
Árbol de 10 m. Botones florales café - rojizos.
J. L. Chaves 1120	13/feb/2001
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
INB0003389996
03696518"
4563853,fd928ec8-8f73-41c1-86d4-860adf5c8fba,NY,4218912,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563853,http://sweetgum.nybg.org/images3/3758/058/04218912.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia rubiformis Vatke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,,"NEW YORK BOTANICAL GARDEN
04218912
BOTANICAL
Small specimen portion removed for phylogenomic analysis:
Temperate radiations and tropical dominance: the diversification and
evolution of the plant clade Ericales (NSF).
P. Soltis et al.	J“- 2020
04218912
California Academy of Sciences
Sauvauva vub'Lfovm.'is Vatke
Det: Barbara T. Keller	19g/-
FLORA OF COSTA RICA
^ au.tr a la i a Kw hi
. ft.	/fly-
Trees to 12m» Corolla white. Open space beside
Quebrada Chico Cubero9 1km S. of Alto Palomo«
29 June 1971
Prov. Alajuela	Alt. 1f 920 meters
Collected by Roy W. Lent	No. ^ 9^9"
3259194,e3709aef-5751-4709-a89b-667f46c12738,NY,2862320,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3259194,http://sweetgum.nybg.org/images3/2354/511/02862320.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia scabra (Kunth) D.Dietr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Herbario Nacional Colombiano - COL
$auMüi¿i* íca Wt\,	D-
Determinó: Af.f. éoRZateZ' ¡2010
FLORA DE COLOMBIA
HERBARIO NACIONAL COLOMBIANO (COL)
Actinidaceae
Árbol de 10 m de altura. Tallos y pecíolos con indumento
flocoso café oscuro. Hojas cartáceas, discóloras (envés opáco
y con indumento café, haz glabra y lustrosa; nervios
principales y pecíolos de color rojizo. Brácteas de la
inflorescencia y florales de color blanco verdoso; cáliz blanco
verdoso con indumento flocoso café oscuro; corola blanca;
filamentos blancos, anteras amarillas. Frutos rojos.
Colombia. Boy acá: municipio de Santa María, vereda
Calichana, Sendero Ecológico Hyka-Quye, 4o 53.5' N, 73°
16.9' W, 900 m alt. Vegetación poco intervenida, al borde de
la carretera, sobre pendientes pedregosas y muy inclinadas.
Colectores: María F. González, Julio Betancur, Giovanny
Giraldo y estudiantes Taxonomía de Angiospermas.
No. colección: 339
Fecha: 16-22 de marzo de 2010
02862320"
4563855,299ec503-7723-409c-a05c-6d69b1fe42ec,NY,4218895,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563855,http://sweetgum.nybg.org/images3/3758/041/04218895.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia scabra (Kunth) D.Dietr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"ANNOTATION LABEL
BOTANICAL MUSEUM OF HARVARD UNIVERSITY
Saurauia	*
NEW YORK BOTANICAL GARDEN
Det. Djaja D. Soejarto
04218895
%;
JÈL
Small specimen portion removed for phylogenomic analysis:
Temperate radiations and tropical dominance: the diversification and
evolution of the plant clade Ericales (NSF).
P. Soltis et al.	J311- 2020
Q^UMt'eu. iQfL/TP0 forth	~
CÇouMCÙstj/ixflk ofl paJaArq
¿L&CLlri Hr B/{' C	XJjfa ^tcdrA
a es. ut-
AC€. at P. /43f
EXPLORATION IN COLOMBIA
EASTERN CORDILLERA
04218895
Shrub 8-12 ft; petals & filaments
white; anthers yellow.
Dept Santander: Vicinity of Tona; alt. 1,900-2,100 meters; woods.
No. 19 480 Almbt^C^Smith } Electors. Felt, 17,1927
Collected under* the auspices of the New York Botanical Garden
Gratf Herbarium of Harvard University, United States
National Museum, and the Arnold Arboretum."
4563860,4d8b3ca2-fcd4-481a-8cfb-b80370e2c339,NY,4218879,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563860,http://sweetgum.nybg.org/images3/3758/025/04218879.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia stapfiana Buscal.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"NEW YORK BOTANICAL GARDEN
04218879
THE NEW YORK BOTANICAL GARDEN
Plants of Colombia
Actinidiaceae
Saurauia
dd-Ka.lt K/v^
Colombia. Chocó: Along trail at end of rd.
towards Caicedo, ca. 15-16 km NNE of Carmen del
Atrato. Elev. 2440 m; ca. 5°52'N, 76°15'W.
Secondary forest edge.
Small tree to 4 m tall. Pedicels & calyx green
suffused red. Corolla white. Stamens yellow. Scattered
Small specimen portion removed for phylogenomic analysis:
Temperate radiations and tropical dominance: die diversification and
evolution of die plant dade Ericales (NSF).
P. Soltis et al.	J40- 2020
James L. Luteyn
Javier Roldan
12421
25 May 1988
04218879"
4563862,a407143c-eb68-4f02-b870-64a35bab7725,NY,4218880,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4563862,http://sweetgum.nybg.org/images3/3758/026/04218880.jpg,Plantae,Magnoliophyta,Actinidiaceae,"Saurauia tomentosa (Humb., Bonpl. & Kunth) Spreng.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"(Vlastimil Zak & Jaime Jaramillo 3217)
ACTINIDIACEAE
Saurauia tomentosa (HBK) Spreng var.
sprucei (Sprague) Soejarto
Det. D. D. Soejarto (F) 1988
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
ECUADOR
ACTINIDIACEAE
Saurauia
Small specimen portion	j^^the djverlficapon and
Temperate radiations and tropical
evolution of the plant dade Encales (N F). ^ ^
P. Soltis et al.
NEW YORK BOTANICAL.GARDEN
04218880
YO/t£
BOTANICAL
vgarde^><
Prov. PICHINCHA: carretera Nanegalito-
Armenia-Loma de San José. Colecciones
en la zona denominada ”La Vuelta Brava"";
en vegetación de bosque disturbado#
húmedo*
00°051N 78°401W 1900-2200 m
Arbusto de 2 m# flores blancas# botones
blancos.
9 diciembre 1987
Vlastimil Zak & Jaime Jaramillo 3217
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
04218880"
3943929,8e12fcdd-5e46-470c-a94f-af6cae46fc00,NY,3696530,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3943929,http://sweetgum.nybg.org/images3/3048/043/03696530.jpg,Plantae,Magnoliophyta,Actinidiaceae,Saurauia yasicae Loes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[Mexico & Central America],,,,,,,INB 2855677,"INB0002855677
Flora de Costa Rica
Actinidiaceae	dup.=4
Saurauia yasicae Loes.
Det. R. Aguilar, 28/oct/1998
Heredia: Sarapiquí. Z.P. La Selva. Cuenca
Sarapiqui.
10:25:55.0460 N -84:00:29.4720 W 50 a 100 m
Arbol de 9 m x 10 cm DAP. Flores blancas.
R. Aguilar 5581	18/oct/1998
del
Instituto Nacional de Biodiversidad (INB)
En colaboración con el Missouri Botanical Garden (MO)
INB0002855677
03696530"
2933401,8928eb33-cbda-4aa5-bec6-30a1f84f0a1d,NY,1115622,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2933401,http://sweetgum.nybg.org/images3/2219/649/01115622.jpg,Plantae,Magnoliophyta,Cunoniaceae,Eucryphia glutinosa (Poepp. & Endl.) Baill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"PLANTS OF CHILE
Arizona State University
Eucryphia glutinosa (P. et E.) Baillon
Prov. de Linares:
Laguna Amargo, ca. 50 km E of Parral, Estero del Salto.
(71°25'W, 36°18'S)
NEW YORK BOTANJCAL GARDEN
L. R. Landrum s.n.
ca. 850 m
15 Jan 1972
01115622
01115622"
3332867,3d183e3f-3360-4615-84b8-10260c60704a,NY,3042361,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3332867,http://sweetgum.nybg.org/images3/2435/246/03042361.jpg,Plantae,Magnoliophyta,Calophyllaceae,Calophyllum brasiliense Cambess.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Calophyllum brasiliense Cambess.
Det.: D. Vela Diaz (MO) 2011
Multivariate analysis of morphological , and
anatomical characters of Calophyllum L.
(Calophyllaceae) in South America
Missouri Botanical Garden - U. Missouri - St. Louis
PERU
Madre de Dios
I?
Cashucocha Camp» Rio Manu, Parque Nacional de
Manut 380 m alt., mature forest on alluvial
soil*
Tree ca. 20 m, flowers white* ""lagarbo caspi**
A1 Gentry, J. Aronson, &
R. Ramirez 269A3	19 October 1979
Collected under the auspice« of the Flora of Peru project, a collaborative effort of the Missouri
Botanical Carden and Field Museum of Natural History in conjunction with the Universidad
Nacional Mayor de San Marcos and the Universidad Nacional de Amasonia Peruana. Field work
supported by the National Science Foundatio^ln^ 6*S
Guttiferae
Calophyllum
03042361"
3332859,51086b11-c87f-49f4-944f-fec7995abb3f,NY,3042353,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3332859,http://sweetgum.nybg.org/images3/2435/238/03042353.jpg,Plantae,Magnoliophyta,Calophyllaceae,Calophyllum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Cajamarca: San Ignacio
Di
,trito San José de Lourdes
Poblado Los Llanos. Bosque
transicional, suelo areno arcilloso
05°06'05""S 078°51'39""W	1920 i
PERU
Calophyllum sp.
Det.: D. Vela Diaz (MO) 2011
Multivariate analysis of morphological and
anatomical characters of Calophyllum L.
(Calophyllaceae) in South America
Missouri Botanical Garden - U. Missouri - St. Louis
Yo*>
BOTANICAL
NEW YORK BOTANICAL GARDEN
03042353
Arbol 20 m, frutos verdes grandes.
22 Junio 2007
J. Perea y V. Flores. 3372
MISSOURI BOTANICAL GARDEN HERBARIUM (MO)
03042353"
3267326,68090060-ea89-46ec-a382-875e062188e2,NY,2782781,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3267326,http://sweetgum.nybg.org/images3/2376/222/02782781.jpg,Plantae,Magnoliophyta,Clusiaceae,Clusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"5A
Clusiaceae
Clusia sp.
Det.: J. E. Nascimento-Jr, Nov/2016
SMITHSONIAN PERUVIAN EXPEDITION
Departamento de Amazonas, Provincia de Chachapoyas
Bushy tree 3-8 m., female; latex cream, moderate. Fruit
green; stigmas $-7* Frequent in moist quebrada.
Middle and upper slopes of Puma-urcu southeast of Chachapoyas, elev. 2500-
2700 m.
J- J. Wurdack No. £33	25 May 1962
Collected in collaboration ivith the Museo de Historia Natural ""Javier Prado”,
Lima, assisted by a grant from the National Science Foundation.
02782781"
3267637,3d2ecdfb-28e9-4642-be33-fd6630943697,NY,2782806,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3267637,http://sweetgum.nybg.org/images3/2376/243/02782806.jpg,Plantae,Magnoliophyta,Clusiaceae,Clusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"yo^.
BOTANICAL
GARDE**,
NEW YORK BOTANICAL GARDEN
02782806
Clusiaceae
Clusia sp.
Det.: J. E. Nascimento-Jr, Nov/2016	7-'¿-
UEC
*-----T“r” “—~ ~fj"" — . "" ' ?*
Universidad Nacional de la Amazonia Peruana
HERBARIUM AMAZONENSE
IQUITOS- PERU
n.c. .Oluonii................
DET............
N. V......................
Habito visntn	£'Q»|b«tmo
Habitat «oqan- onctml^rie©eha- ? ?
Procedencia pr«ypnoDM WKIWA3X......
Prov.	Dpt0 san mrtín
Altitud. T&9 ,®*...............
tT*i?.ula
No- 1&62 J-*<>Slt?IJ>#íí Fecha 28*0>»91
02782806"
3267645,4c99da67-05fd-473c-9a7b-a426df37724b,NY,2782814,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3267645,http://sweetgum.nybg.org/images3/2376/251/02782814.jpg,Plantae,Magnoliophyta,Clusiaceae,Clusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"Clusiaceae
Cl US 10 Sp.	UNICAMP
Det.: J. E. Nascimento-Jr, Nov/2016
UEC
PLANTS OF PERU
Department of Amazonas
Family: GUTTIFERAE
Clusia sp.-not matched at MO
det, R. Liesner, 19 75
Rio Cenepa; 10 km So. of Huampami; alt
940 ft; trail side; secondary forest
Tree- like, strangler; fls small, yellow
Brent Berlin 133
Date: 20 September 1972
&
Distributed bv the Missouri Botanical Garden Herbarium (MCi)
02782814"
3267647,95e6cfb6-4af8-474f-948a-37e0eea4ab45,NY,2782816,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3267647,http://sweetgum.nybg.org/images3/2376/253/02782816.jpg,Plantae,Magnoliophyta,Clusiaceae,Clusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"UNIVERSIDAD NACIONAL DE TRUJILLO
HERBARIUM TRUXILLENSIS
FLORA PERUANA
No.	..............................................
Procedencia (i .uSipofci..	.^na-\2y?\, CCWMWi KWívUP^a
.Sww£i<x	.- ...........
Habitat: ...................................................
Nombre Vulgar: ..............................................
Flores: ----(|^L(X/>'XÍjOo% ..
Arbol, arbusto, hierba, voluble,
Alt.	...........
Col: . .....A... R ÍLVcsaí^
Observaciones:
NEW YORK BOTANICAL GARDEN
OTAN1CAL
02782816
Clusíaceae
Clusia sp.
Det.: J. E. Nascimento-Jr, Nov/2016
Herbario ^
UEC
02782816"
3267648,d7b1057d-7950-466f-9dbb-ce0e42ea2bf5,NY,2782817,http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3267648,http://sweetgum.nybg.org/images3/2376/254/02782817.jpg,Plantae,Magnoliophyta,Clusiaceae,Clusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[South America],,,,,,,,"PLANTAS DEL PERU
Dpto, HUANCAVELICA
Prov. Tayacaja
Colector: OSCRA TOVAR ^ 2¿
Nombre.	..............
Localidadl&$Q	féfTr
Habitat ?&??&, i4^p.., t, ,.....
Arbol, ai 6udu, /iiirftrr; ;?,*?* . .. . . ,
Fkres.^J&Tf^f •. • , .?. ,Y, .,. .
Frutos.............. .. ,». .,. ..
¿tttftwf,. /?$&, Tr. l. . , . . ; ..... .
Nombre vulgar •	* o
Fecha,	(wX* - • •
Otmdatos « .V * • »» t? ¿ . .... * V
02782817"
